Total Household Income,Region,Total Food Expenditure,Main Source of Income,Agricultural Household indicator,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Highest Grade Completed,Household Head Job or Business Indicator,Household Head Occupation,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Roof,Type of Walls,House Floor Area,House Age,Number of bedrooms,Tenure Status,Toilet Facilities,Electricity,Main Source of Water Supply,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle,Region_clean
69562, ARMM,40935,Enterpreneurial Activities,0,15962,13026,2526,4143,2019,3398,2310,0,1365,1405,10098,6000,100,2520,780,0,2742,300,0,61702,Male,31,Married,First Year High School,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,3,1,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,16,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
71923, ARMM,43716,Enterpreneurial Activities,1,28049,26000,2406,2410,1115,1936,0,0,910,1105,12204,6000,40,2280,540,1428,3486,500,0,61000,Male,60,Married,Grade 6,With Job/Business,Inland and coastal waters fishermen,Worked without pay in own family-operated farm or business,Single Family,6,0,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,26,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
53830, ARMM,34432,Enterpreneurial Activities,0,12338,9840,1786,3998,1631,3765,1458,0,780,1200,10254,6000,45,2640,540,0,2430,800,0,45720,Male,65,Married,First Year College,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Worked without pay in own family-operated farm or business,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,26,1,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
65799, ARMM,44315,Enterpreneurial Activities,1,27517,16650,2050,3488,899,2058,0,0,1365,1100,10590,6000,45,3000,840,970,2070,800,0,53500,Male,45,Married,Grade 3,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,4,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,23,2,Own or owner-like possession of house and lot,Closed pit,1,"Own use, tubed/piped deep well",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
156922, ARMM,30387,Enterpreneurial Activities,0,9028,7368,1545,6826,750,3115,1470,0,707,1370,11670,4500,371,3042,1524,300,3978,0,50652,130952,Male,42,Married,Grade 1,With Job/Business,Rice farmers,Self-employed wihout any employee,Extended Family,8,0,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,61,8,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Tubed/piped shallow well,1,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
53150, ARMM,20518,Enterpreneurial Activities,0,9029,7006,1095,1776,2100,1930,300,0,964,1610,11370,4200,127,882,576,0,1494,0,18950,28250,Male,30,Married,Second Year High School,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,4,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,4,1,Own or owner-like possession of house and lot,Open pit,1,"Own use, tubed/piped deep well",0,0,0,0,0,0,0,0,0,0,1,0,0,ARMM
80388, ARMM,52372,Enterpreneurial Activities,1,39129,37980,1590,1693,1660,2060,1560,0,390,1450,10470,5100,0,1380,216,480,3366,0,49540,49540,Male,33,Married,Grade 5,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,10,1,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,100,14,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",0,"Own use, tubed/piped deep well",2,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
73649, ARMM,45068,Enterpreneurial Activities,1,27933,24000,1503,3564,825,1400,1080,0,180,1870,10200,4800,127,840,216,150,6474,0,46208,51408,Male,56,Married,High School Graduate,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,8,1,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,160,32,2,"Own house, rent-free lot without consent of owner","Water-sealed, other depository, used exclusively by household",1,"Own use, tubed/piped deep well",1,1,0,0,0,0,0,0,2,0,0,0,0,ARMM
138749, ARMM,52862,Enterpreneurial Activities,0,37272,35490,1810,3776,690,2370,600,0,4344,1550,12900,6000,127,2022,432,0,2286,0,40534,109024,Male,29,Married,Grade 5,With Job/Business,Corn farmers,Self-employed wihout any employee,Extended Family,8,1,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,55,25,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, tubed/piped deep well",0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
89101, ARMM,61184,Enterpreneurial Activities,1,41368,39650,2045,6476,705,1774,2740,0,0,1370,13170,6000,127,1380,216,2130,2514,0,69286,69286,Male,45,Married,Grade 6,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,9,2,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,66,30,2,Own or owner-like possession of house and lot,,1,"Own use, tubed/piped deep well",1,1,0,0,0,0,0,0,2,0,0,0,0,ARMM
69139, ARMM,41432,Enterpreneurial Activities,0,23798,22225,980,5084,525,1574,1680,0,0,2578,11400,6000,55,1380,216,1600,2700,0,5390,45484,Female,35,Widowed,Grade 4,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Extended Family,3,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,32,17,1,Own or owner-like possession of house and lot,,1,"Own use, tubed/piped deep well",1,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
62260, ARMM,44839,Other sources of Income,0,29581,27313,655,2957,1050,1910,300,0,0,1370,11670,6000,127,2232,108,0,1926,0,10090,28450,Female,51,Widowed,No Grade Completed,With Job/Business,General managers/managing proprietors in manufacturing,Self-employed wihout any employee,Single Family,7,2,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,75,27,3,Own or owner-like possession of house and lot,Closed pit,0,"Own use, tubed/piped deep well",0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
105419, ARMM,35859,Enterpreneurial Activities,1,18352,12376,1515,4276,705,1666,1600,0,480,1370,11070,4500,127,540,108,1000,2166,0,70464,80084,Male,56,Married,Grade 5,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,9,0,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,20,24,1,Own or owner-like possession of house and lot,Closed pit,0,"Own use, tubed/piped deep well",0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
45130, ARMM,25686,Enterpreneurial Activities,0,14203,13300,1230,2480,1270,986,0,0,0,820,8370,4200,0,780,108,0,1080,0,0,28320,Female,55,Widowed,Elementary Graduate,With Job/Business,General managers/managing proprietors in manufacturing,Self-employed wihout any employee,Single Family,3,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,90,1,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Unprotected spring, river, stream, etc",1,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
61110, ARMM,29379,Other sources of Income,0,14064,11412,1530,3716,570,1000,950,0,0,1720,10470,4200,127,780,216,800,3048,0,15270,29880,Male,30,Married,Grade 5,With Job/Business,Root crops farmers,Self-employed wihout any employee,Single Family,9,2,5,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,27,1,1,Own or owner-like possession of house and lot,Closed pit,1,"Own use, tubed/piped deep well",0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
79041, ARMM,34343,Enterpreneurial Activities,1,16349,12844,555,5066,595,2477,950,0,0,1370,9570,3000,127,1140,216,700,2748,0,52326,58626,Male,36,Married,Elementary Graduate,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,7,2,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,72,14,2,Own or owner-like possession of house and lot,"Water-sealed, other depository, used exclusively by household",1,"Protected spring, river, stream, etc",1,1,0,0,0,0,0,0,2,0,0,0,0,ARMM
69283, ARMM,31234,Enterpreneurial Activities,1,15517,11856,1265,5346,905,1265,600,0,0,930,9900,4200,127,1260,216,650,2592,0,46808,49578,Male,45,Married,Grade 6,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,7,1,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,70,15,2,Own or owner-like possession of house and lot,"Water-sealed, other depository, used exclusively by household",1,"Protected spring, river, stream, etc",1,1,0,0,0,0,0,0,2,0,0,0,0,ARMM
82058, ARMM,52312,Enterpreneurial Activities,1,36453,31790,905,3116,1320,1615,300,0,0,1370,9570,4200,127,1152,108,150,2154,40702,51788,56888,Male,52,Married,First Year College,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,8,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,28,2,Own or owner-like possession of house and lot,,0,"Own use, tubed/piped deep well",1,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
80728, ARMM,45739,Enterpreneurial Activities,1,19256,17112,1515,9416,745,2974,2460,0,492,1450,10860,4200,165,780,216,1950,2340,0,39283,50843,Male,43,Married,Grade 6,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,6,1,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,70,10,2,Own or owner-like possession of house and lot,,0,"Own use, tubed/piped deep well",1,1,0,0,0,0,0,0,0,0,0,0,0,ARMM
73435, ARMM,39835,Enterpreneurial Activities,0,25245,23250,905,2486,1320,1465,300,0,390,1370,9870,4500,127,822,216,150,2976,0,0,47760,Male,45,Married,Second Year High School,With Job/Business,General managers/managing proprietors in manufacturing,Self-employed wihout any employee,Single Family,8,0,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,81,25,2,Own or owner-like possession of house and lot,"Water-sealed, other depository, used exclusively by household",0,"Protected spring, river, stream, etc",1,1,0,0,0,0,0,0,2,0,0,0,0,ARMM
82040, ARMM,52280,Enterpreneurial Activities,1,32909,30750,2260,4846,750,2135,600,0,390,1370,10200,4200,127,780,216,600,2412,0,61030,68740,Male,43,Married,Grade 4,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,7,0,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,15,2,Own or owner-like possession of house and lot,Closed pit,1,"Own use, tubed/piped deep well",0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
65367, ARMM,48252,Other sources of Income,0,22930,19224,3388,6060,2135,3868,1290,0,270,5240,12060,6600,120,1980,900,3000,4368,0,0,0,Female,50,Widowed,Second Year Post Secondary,No Job/Business,,,Single Family,3,0,2,0,Single house,"Light material (cogon,nipa,anahaw)",Strong,50,26,1,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
667541, ARMM,162095,Wage/Salaries,0,42704,33300,8664,15994,7649,8428,48400,0,585,14505,70740,18000,1120,31020,3600,0,86580,7300,0,0,Male,58,Married,Law Programs,With Job/Business,Lawyers,Worked for government/government corporation,Single Family,3,0,0,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,65,24,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Lake, river, rain and others",1,2,0,1,1,0,1,0,3,1,0,0,0,ARMM
113819, ARMM,78028,Enterpreneurial Activities,1,37972,31704,4430,12060,3204,4352,4680,0,432,3275,18690,10800,1100,2340,1440,1000,3774,0,77234,77234,Male,34,Married,Third Year College,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,6,0,4,0,Single house,"Light material (cogon,nipa,anahaw)",Strong,60,21,1,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
473286, ARMM,154766,Wage/Salaries,0,62496,28664,7070,20056,6564,6890,24705,0,2700,19162,27420,13200,7140,23922,9900,4000,61104,0,0,0,Male,49,Married,Social and Behavioral Science Programs,With Job/Business,Legislative officials,Worked for government/government corporation,Single Family,4,0,2,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,65,33,2,Own or owner-like possession of house and lot,"Water-sealed, other depository, used exclusively by household",1,"Lake, river, rain and others",2,0,1,0,0,0,0,0,1,1,0,0,1,ARMM
163309, ARMM,72738,Enterpreneurial Activities,1,32229,25900,3400,6920,4473,6241,9350,0,2310,2490,16320,7800,2504,14700,900,2300,5340,1350,95572,95572,Male,35,Married,High School Graduate,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,5,1,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,75,29,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Lake, river, rain and others",0,0,0,0,0,0,0,0,1,0,0,0,1,ARMM
263817, ARMM,94534,Wage/Salaries,0,30621,26100,4525,11905,3483,5223,20540,0,2015,9352,20340,12000,0,15690,3540,3000,32928,3800,0,0,Male,41,Divorced/Separated,Social and Behavioral Science Programs,With Job/Business,Police officers,Worked for government/government corporation,Single Family,3,0,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,26,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Lake, river, rain and others",1,0,0,0,0,0,1,0,1,0,0,0,0,ARMM
240184, ARMM,121628,Wage/Salaries,1,34238,29800,2682,9308,2658,49000,8400,0,1386,7073,13680,7800,0,7182,1440,2700,5244,0,96100,96100,Male,34,Married,Elementary Graduate,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,5,1,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,35,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,1,0,0,0,1,ARMM
110268, ARMM,62059,Enterpreneurial Activities,1,25477,21480,2965,4881,2357,4776,9700,0,612,5679,16470,9000,1800,11070,1440,1750,4200,1250,84752,84752,Male,48,Widowed,Third Year High School,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,4,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,60,23,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,1,0,0,0,0,0,0,0,0,0,0,1,ARMM
124240, ARMM,70746,Enterpreneurial Activities,1,32953,28600,4920,5625,3081,4511,8660,0,2340,5244,10680,6000,176,10596,1080,2600,4938,0,90942,90942,Male,57,Married,High School Graduate,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,4,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,65,31,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Lake, river, rain and others",1,1,0,1,0,0,0,0,1,0,0,0,1,ARMM
121815, ARMM,64045,Enterpreneurial Activities,1,25838,22800,3150,5760,2453,2684,11500,0,210,4450,11460,6000,110,7920,1116,500,4590,0,82750,100440,Male,41,Married,High School Graduate,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,4,1,1,0,Single house,"Light material (cogon,nipa,anahaw)",Light,45,22,0,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,1,0,0,0,0,0,0,1,0,0,0,1,ARMM
109717, ARMM,46135,Enterpreneurial Activities,1,13515,9480,2990,6520,2446,3794,7410,0,672,3750,12636,6000,0,7980,1200,0,4158,0,95622,95622,Male,27,Married,Elementary Graduate,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,50,21,1,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,1,0,0,0,0,0,0,1,0,0,0,1,ARMM
254058, ARMM,154947,Enterpreneurial Activities,0,63939,53500,11664,18133,7113,6134,19760,0,650,8985,22200,12000,8598,22470,5880,12450,6474,0,0,235600,Male,49,Married,Third Year College,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,11,0,6,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,90,29,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Lake, river, rain and others",1,1,0,1,0,0,1,0,1,0,0,0,0,ARMM
104585, ARMM,60705,Enterpreneurial Activities,1,23094,20292,3060,4595,3153,3790,8010,0,210,5870,11160,6000,0,2010,1260,0,4854,0,78220,78220,Male,33,Married,High School Graduate,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,4,1,1,0,Single house,"Light material (cogon,nipa,anahaw)",Light,55,25,0,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
107685, ARMM,52425,Enterpreneurial Activities,1,18958,15550,1430,6204,2480,5174,8660,0,480,7099,15780,9000,1000,9570,1116,1300,3534,1300,87702,87702,Male,40,Married,Third Year High School,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,3,0,1,0,Single house,Mixed but predominantly strong materials,Quite Strong,55,22,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Lake, river, rain and others",1,2,0,0,0,0,0,0,1,0,0,0,1,ARMM
61532, ARMM,21982,Other sources of Income,0,6830,5820,1940,3135,743,1542,3475,0,210,2240,9330,5400,0,1560,540,0,1860,0,0,0,Male,40,Single,High School Graduate,No Job/Business,,,Single Family,1,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,45,29,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
262201, ARMM,114895,Wage/Salaries,0,58434,53120,5630,12090,3308,5741,10610,0,0,4240,17580,9000,0,3030,2040,13400,6408,0,0,0,Male,43,Married,Business and Administration Programs,With Job/Business,Other office clerks,Worked for government/government corporation,Single Family,9,1,5,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,70,25,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Lake, river, rain and others",1,0,1,1,0,0,0,0,1,0,0,0,0,ARMM
