Total Household Income,Region,Total Food Expenditure,Main Source of Income,Agricultural Household indicator,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Highest Grade Completed,Household Head Job or Business Indicator,Household Head Occupation,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Roof,Type of Walls,House Floor Area,House Age,Number of bedrooms,Tenure Status,Toilet Facilities,Electricity,Main Source of Water Supply,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle,Region_clean
72227,IVB - MIMAROPA,47131,Other sources of Income,1,18835,17494,2440,10638,1235,4308,3196,4680,156,1680,12840,9000,15,642,258,1140,3138,850,17060,24600,Male,58,Married,Grade 5,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,4,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,18,28,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Unprotected spring, river, stream, etc",1,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
141581,IVB - MIMAROPA,57131,Other sources of Income,0,20838,18500,4380,13100,1790,4610,4578,4700,0,2370,18126,12000,1445,2520,780,1602,9582,2100,11473,12153,Male,67,Married,Grade 2,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,6,0,3,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,18,15,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Others,1,0,0,1,1,0,0,0,1,0,1,0,0,IVB - MIMAROPA
90889,IVB - MIMAROPA,56744,Other sources of Income,0,27099,24802,4680,7141,431,2384,9990,0,0,3450,12270,7800,36,3738,576,1505,4260,0,0,12672,Female,45,Widowed,Elementary Graduate,With Job/Business,Hog raising farmers,Self-employed wihout any employee,Single Family,5,0,3,0,Single house,Mixed but predominantly light materials,Very Light,22,25,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",0,"Shared, faucet, community water system",0,0,0,0,0,0,0,0,2,0,0,0,0,IVB - MIMAROPA
183190,IVB - MIMAROPA,79096,Other sources of Income,0,25661,15287,4240,16187,1360,4560,12928,1300,0,6685,15438,6000,9179,14466,5112,1105,10296,39000,11247,26323,Male,64,Married,Elementary Graduate,With Job/Business,Building construction laborers,Worked for private establishment,Extended Family,6,2,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,72,11,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,0,0,0,0,3,1,0,1,1,IVB - MIMAROPA
369199,IVB - MIMAROPA,86540,Other sources of Income,0,24790,15327,10090,14023,1549,6491,8430,13345,0,27550,32574,15000,3340,17370,4770,17510,7488,30500,0,28300,Male,57,Married,High School Graduate,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,3,0,1,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,64,3,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,0,0,0,0,4,1,1,2,2,IVB - MIMAROPA
201285,IVB - MIMAROPA,103809,Other sources of Income,0,24085,19230,36300,11912,3010,5685,7580,0,0,17245,35880,21000,3958,10278,780,1070,7926,300,16660,43910,Male,62,Single,Third Year College,With Job/Business,Traditional chiefs and heads of villages,Worked for government/government corporation,Extended Family,2,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,300,51,4,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,0,0,0,0,0,0,0,2,0,IVB - MIMAROPA
140053,IVB - MIMAROPA,112533,Enterpreneurial Activities,0,36219,22678,15656,15305,1270,8511,14004,9359,0,7375,16224,0,836,13590,2082,5645,6834,5548,0,109837,Male,41,Married,First Year High School,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Extended Family,8,1,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,16,18,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,1,0,1,0,0,0,0,4,0,0,0,0,IVB - MIMAROPA
639296,IVB - MIMAROPA,87992,Wage/Salaries,0,26040,13572,15620,12070,3746,5254,11012,4998,14520,14609,40722,27000,32725,18804,16944,7150,50730,6650,11779,110414,Male,41,Married,First Year High School,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,3,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,63,17,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,0,1,0,0,0,3,1,0,0,1,IVB - MIMAROPA
198663,IVB - MIMAROPA,76161,Enterpreneurial Activities,0,18761,14842,15608,10251,845,3172,15124,117,0,1950,17658,7800,18164,21432,1536,46510,5688,0,0,104258,Male,53,Married,High School Graduate,With Job/Business,General managers/managing proprietors in manufacturing,Self-employed wihout any employee,Single Family,3,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,13,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,1,0,1,1,0,0,0,1,0,0,0,1,IVB - MIMAROPA
196035,IVB - MIMAROPA,75904,Other sources of Income,0,24938,14491,11994,4419,1458,3723,7648,550,0,15678,15096,7500,204,8394,2094,8755,6918,6500,0,0,Female,35,Married,High School Graduate,With Job/Business,Hog raising farmers,Self-employed wihout any employee,Single Family,4,1,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,56,22,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",0,0,0,0,0,0,0,0,1,0,0,0,1,IVB - MIMAROPA
335236,IVB - MIMAROPA,126672,Other sources of Income,0,51303,34100,10206,19683,2148,4466,15870,2555,0,15875,25170,13800,2646,12924,2340,74204,15882,8308,22273,56611,Female,55,Married,Elementary Graduate,No Job/Business,,,Extended Family,7,1,3,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,56,20,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,2,1,0,0,0,0,5,1,0,0,1,IVB - MIMAROPA
145164,IVB - MIMAROPA,57120,Enterpreneurial Activities,1,23153,20110,1950,11490,1265,2617,7002,13571,8598,4560,10740,4200,1330,3186,3564,590,3852,2080,12350,67864,Male,54,Married,Elementary Graduate,With Job/Business,Rice farmers,Self-employed wihout any employee,Extended Family,6,0,1,0,Single house,Mixed but predominantly strong materials,Light,13,25,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",0,Tubed/piped shallow well,0,0,0,0,0,0,0,0,5,0,0,0,0,IVB - MIMAROPA
47525,IVB - MIMAROPA,27932,Other sources of Income,0,10035,7784,1796,2574,840,2567,520,720,0,865,8730,6000,86,1116,1488,0,2112,0,0,2360,Female,62,Widowed,Elementary Graduate,With Job/Business,Hog raising farmers,Self-employed wihout any employee,Single Family,2,1,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,10,15,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",0,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
179174,IVB - MIMAROPA,81914,Enterpreneurial Activities,0,23805,18545,11590,9942,2029,4540,14320,5256,0,3830,23886,13800,1600,4632,4290,3076,5502,5100,22654,120264,Male,40,Married,High School Graduate,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,4,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,54,25,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,1,0,1,0,0,0,0,3,0,0,0,1,IVB - MIMAROPA
89232,IVB - MIMAROPA,42381,Other sources of Income,0,15739,11893,5320,8076,1310,4160,0,3156,2798,905,12354,6000,669,13596,54,0,6138,14500,7990,41333,Male,59,Married,Elementary Graduate,With Job/Business,Hog raising farmers,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,47,26,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,1,1,1,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
178085,IVB - MIMAROPA,87318,Enterpreneurial Activities,0,20144,16687,11225,15637,897,12355,16794,10636,9774,2365,10080,5700,90,3624,1692,37380,4908,13736,27580,91986,Male,52,Married,Elementary Graduate,With Job/Business,Vegetable farmers,Self-employed wihout any employee,Extended Family,5,1,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,40,5,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,1,0,0,0,0,0,0,2,0,0,0,0,IVB - MIMAROPA
398002,IVB - MIMAROPA,112304,Wage/Salaries,0,30461,18603,25248,16284,2834,6515,30360,13174,11765,7755,41946,27000,2170,36042,6198,64000,23202,15000,4754,13094,Male,44,Married,Teacher Training and Education Sciences Programs,With Job/Business,General secondary education teaching professionals,Worked for government/government corporation,Single Family,6,0,2,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,96,17,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,1,0,1,0,0,0,0,6,2,1,0,1,IVB - MIMAROPA
145747,IVB - MIMAROPA,63365,Enterpreneurial Activities,0,24241,18408,4733,11104,1650,4414,6430,9997,0,3997,13152,6000,268,17976,1506,36150,8088,3605,41725,77685,Male,47,Married,Elementary Graduate,With Job/Business,Coconut farmers,Self-employed wihout any employee,Extended Family,8,2,2,1,Single house,Mixed but predominantly strong materials,Quite Strong,23,24,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",3,1,0,0,0,0,0,0,2,0,0,0,1,IVB - MIMAROPA
185170,IVB - MIMAROPA,80030,Enterpreneurial Activities,0,31716,28572,5693,13031,1467,3425,18282,240,0,3994,11904,6000,756,3978,1104,10750,5424,3500,8370,128290,Male,64,Married,Elementary Graduate,With Job/Business,Coconut farmers,Self-employed wihout any employee,Extended Family,7,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,33,29,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,1,1,1,0,0,0,0,2,0,0,0,0,IVB - MIMAROPA
35550,IVB - MIMAROPA,12379,Wage/Salaries,1,4512,3952,240,3683,1260,610,0,2584,0,255,5220,3000,180,1218,12,0,750,0,0,7939,Male,61,Widowed,Grade 3,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,1,0,0,1,Single house,"Light material (cogon,nipa,anahaw)",Strong,35,8,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Protected spring, river, stream, etc",1,1,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
76357,IVB - MIMAROPA,14492,Other sources of Income,1,4440,3584,600,1548,725,1940,650,0,0,220,10752,4800,1220,252,0,0,1542,600,0,10500,Female,77,Widowed,Grade 2,With Job/Business,Hog raising farmers,Self-employed wihout any employee,Single Family,1,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,35,7,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
258061,IVB - MIMAROPA,78202,Wage/Salaries,0,23470,19122,2375,10694,2570,4455,27810,0,0,2950,10710,6000,900,78,4998,0,8610,585,30620,51020,Male,57,Married,Elementary Graduate,With Job/Business,Fruit tree farmers,Self-employed wihout any employee,Single Family,3,0,0,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,20,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,3,0,0,0,0,IVB - MIMAROPA
154631,IVB - MIMAROPA,66755,Enterpreneurial Activities,0,27020,25036,8730,14982,325,2940,5250,0,0,1500,33840,24000,170,2202,4110,44800,10608,1430,9300,109661,Male,34,Married,Second Year Post Secondary,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,4,0,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,54,10,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,1,0,1,0,0,0,0,3,0,0,0,0,IVB - MIMAROPA
146069,IVB - MIMAROPA,35314,Other sources of Income,0,20106,17262,1780,4015,1460,926,2400,320,0,815,8640,4500,345,102,3114,0,31938,23000,0,19535,Female,54,Widowed,Grade 3,With Job/Business,Market and sidewalk stall vendors,Self-employed wihout any employee,Extended Family,6,1,1,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,10,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",0,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,2,0,0,0,0,IVB - MIMAROPA
67783,IVB - MIMAROPA,34688,Enterpreneurial Activities,0,16580,14300,1171,2915,500,1150,4815,0,0,1300,8100,6000,78,0,282,1180,8520,680,0,31300,Male,34,Married,Elementary Graduate,With Job/Business,Motorcycle drivers,Worked for private establishment,Single Family,5,0,3,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,40,11,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
90238,IVB - MIMAROPA,34025,Other sources of Income,0,10748,7760,1940,4146,350,1490,90,0,0,1950,11046,6600,5184,2034,0,0,2490,5000,0,7046,Male,79,Married,Grade 4,No Job/Business,,,Extended Family,3,1,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,35,14,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
118835,IVB - MIMAROPA,40207,Other sources of Income,0,9436,7632,12746,5048,890,2875,720,0,0,3510,29292,21000,1035,1050,1500,0,2406,1940,0,0,Male,33,Married,Engineering and Engineering Trades Programs,With Job/Business,Motorcycle drivers,Worked for private establishment,Single Family,1,0,0,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,15,5,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,2,1,0,1,0,IVB - MIMAROPA
39996,IVB - MIMAROPA,22423,Wage/Salaries,1,10542,10374,360,2517,1950,5790,540,0,780,668,3888,900,0,30,0,120,882,160,12030,12030,Male,30,Married,Grade 2,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,5,2,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,6,1,1,Own or owner-like possession of house and lot,,1,"Unprotected spring, river, stream, etc",1,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
74321,IVB - MIMAROPA,40626,Wage/Salaries,1,20390,18138,1220,3832,2408,7830,0,0,0,1477,7302,1800,160,840,0,900,2802,0,13013,15631,Male,48,Widowed,Grade 1,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,6,0,4,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,18,8,1,Own or owner-like possession of house and lot,,0,"Protected spring, river, stream, etc",0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
84178,IVB - MIMAROPA,31381,Enterpreneurial Activities,1,13666,11636,880,4648,6442,3510,0,0,0,1590,6408,3600,5136,1674,180,340,732,0,13002,35450,Male,39,Married,Grade 5,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,6,1,3,1,Single house,"Light material (cogon,nipa,anahaw)",Strong,42,1,1,Own or owner-like possession of house and lot,,0,"Protected spring, river, stream, etc",0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
37858,IVB - MIMAROPA,33407,Enterpreneurial Activities,1,20469,19679,1040,2163,1884,3717,100,0,0,1140,7242,2100,620,720,630,0,1242,0,12971,17589,Male,52,Married,No Grade Completed,With Job/Business,Vegetable farmers,Self-employed wihout any employee,Single Family,4,0,0,2,Single house,Mixed but predominantly light materials,Very Light,9,15,1,Own or owner-like possession of house and lot,,0,"Protected spring, river, stream, etc",0,0,0,0,0,0,0,0,2,0,0,0,0,IVB - MIMAROPA
167353,IVB - MIMAROPA,85616,Enterpreneurial Activities,1,43747,39423,2830,6762,4245,2785,12805,200,11584,3054,19164,12000,142,4968,1950,33200,7692,3500,107923,107923,Male,57,Married,Grade 4,With Job/Business,Rice farmers,Employer in own family-operated farm or business,Extended Family,10,2,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,36,20,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,0,0,1,1,0,0,0,3,0,0,0,1,IVB - MIMAROPA
260901,IVB - MIMAROPA,91469,Other sources of Income,0,22422,12780,14692,5040,3135,7425,14595,90,0,15770,30012,12000,48618,8598,480,3000,12888,0,0,0,Female,72,Widowed,Health Programs,No Job/Business,,,Extended Family,4,0,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,81,11,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",0,0,0,0,1,0,0,0,2,0,0,0,0,IVB - MIMAROPA
